mmwr_week,week,week_start,week_end,season,pathogen,lab_tot_tested,lab_tot_positive,lab_pct_positive,lab_tot_tested_cumulative,lab_tot_positive_cumulative,lab_pct_positive_cumulative,current_week_ending,row_id
201448,48,11/23/2014,11/29/2014,2014-2015,Influenza,386,70,0.1813471503,3167,127,0.04,12/02/2023,201448-Influenza
201449,49,11/30/2014,12/06/2014,2014-2015,Influenza,651,168,0.2580645161,3818,295,0.08,12/09/2023,201449-Influenza
201450,50,12/07/2014,12/13/2014,2014-2015,Influenza,990,346,0.3494949495,4808,641,0.13,12/16/2023,201450-Influenza
201451,51,12/14/2014,12/20/2014,2014-2015,Influenza,1279,424,0.3315089914,6087,1065,0.17,12/23/2023,201451-Influenza
201452,52,12/21/2014,12/27/2014,2014-2015,Influenza,992,423,0.4264112903,7079,1488,0.21,12/30/2023,201452-Influenza
201501,1,01/04/2015,01/10/2015,2014-2015,Influenza,850,82,0.0964705882,8854,1739,0.20,01/06/2024,201501-Influenza
201502,2,01/11/2015,01/17/2015,2014-2015,Influenza,799,44,0.055068836,9653,1783,0.18,01/13/2024,201502-Influenza
201503,3,01/18/2015,01/24/2015,2014-2015,Influenza,647,42,0.0649149923,10300,1825,0.18,01/20/2024,201503-Influenza
201504,4,01/25/2015,01/31/2015,2014-2015,Influenza,571,26,0.0455341506,10871,1851,0.17,01/27/2024,201504-Influenza
201505,5,02/01/2015,02/07/2015,2014-2015,Influenza,512,19,0.037109375,11383,1870,0.16,02/03/2024,201505-Influenza
201506,6,02/08/2015,02/14/2015,2014-2015,Influenza,573,20,0.034904014,11956,1890,0.16,02/10/2024,201506-Influenza
201507,7,02/15/2015,02/21/2015,2014-2015,Influenza,391,17,0.0434782609,12347,1907,0.15,02/17/2024,201507-Influenza
201508,8,02/22/2015,02/28/2015,2014-2015,Influenza,467,40,0.0856531049,12814,1947,0.15,02/24/2024,201508-Influenza
201509,9,03/01/2015,03/07/2015,2014-2015,Influenza,514,54,0.1050583658,13328,2001,0.15,03/02/2024,201509-Influenza
201510,10,03/08/2015,03/14/2015,2014-2015,Influenza,610,67,0.1098360656,13938,2068,0.15,03/09/2024,201510-Influenza
201511,11,03/15/2015,03/21/2015,2014-2015,Influenza,624,96,0.1538461538,14562,2164,0.15,03/16/2024,201511-Influenza
201512,12,03/22/2015,03/28/2015,2014-2015,Influenza,672,104,0.1547619048,15234,2268,0.15,03/23/2024,201512-Influenza
201513,13,03/29/2015,04/04/2015,2014-2015,Influenza,657,87,0.1324200913,15891,2355,0.15,03/30/2024,201513-Influenza
201514,14,04/05/2015,04/11/2015,2014-2015,Influenza,600,76,0.1266666667,16491,2431,0.15,04/06/2024,201514-Influenza
201515,15,04/12/2015,04/18/2015,2014-2015,Influenza,565,61,0.1079646018,17056,2492,0.15,04/13/2024,201515-Influenza
201516,16,04/19/2015,04/25/2015,2014-2015,Influenza,634,44,0.0694006309,17690,2536,0.14,04/20/2024,201516-Influenza
201517,17,04/26/2015,05/02/2015,2014-2015,Influenza,370,16,0.0432432432,18060,2552,0.14,04/27/2024,201517-Influenza
201518,18,05/03/2015,05/09/2015,2014-2015,Influenza,517,23,0.0444874275,18577,2575,0.14,05/04/2024,201518-Influenza
201519,19,05/10/2015,05/16/2015,2014-2015,Influenza,458,3,0.0065502183,19035,2578,0.14,05/11/2024,201519-Influenza
201520,20,05/17/2015,05/23/2015,2014-2015,Influenza,371,2,0.0053908356,19406,2580,0.13,05/18/2024,201520-Influenza
201521,21,05/24/2015,05/30/2015,2014-2015,Influenza,387,3,0.007751938,19793,2583,0.13,05/25/2024,201521-Influenza
201522,22,05/31/2015,06/06/2015,2014-2015,Influenza,352,2,0.0056818182,20145,2585,0.13,06/01/2024,201522-Influenza
201523,23,06/07/2015,06/13/2015,2014-2015,Influenza,351,1,0.0028490028,20496,2586,0.13,06/08/2024,201523-Influenza
201524,24,06/14/2015,06/20/2015,2014-2015,Influenza,323,0,0,20819,2586,0.12,06/15/2024,201524-Influenza
201525,25,06/21/2015,06/27/2015,2014-2015,Influenza,318,0,0,21137,2586,0.12,06/22/2024,201525-Influenza
201526,26,06/28/2015,07/04/2015,2014-2015,Influenza,252,0,0,21389,2586,0.12,06/29/2024,201526-Influenza
201527,27,07/05/2015,07/11/2015,2014-2015,Influenza,343,1,0.0029154519,21732,2587,0.12,07/06/2024,201527-Influenza
201528,28,07/12/2015,07/18/2015,2014-2015,Influenza,270,1,0.0037037037,22002,2588,0.12,07/13/2024,201528-Influenza
201529,29,07/19/2015,07/25/2015,2014-2015,Influenza,252,0,0,22254,2588,0.12,07/20/2024,201529-Influenza
201530,30,07/26/2015,08/01/2015,2014-2015,Influenza,241,0,0,22495,2588,0.12,07/27/2024,201530-Influenza
201531,31,08/02/2015,08/08/2015,2014-2015,Influenza,242,1,0.0041322314,22737,2589,0.11,08/03/2024,201531-Influenza
201532,32,08/09/2015,08/15/2015,2014-2015,Influenza,218,0,0,22955,2589,0.11,08/10/2024,201532-Influenza
201533,33,08/16/2015,08/22/2015,2014-2015,Influenza,251,0,0,23206,2589,0.11,08/17/2024,201533-Influenza
201534,34,08/23/2015,08/29/2015,2014-2015,Influenza,248,0,0,23454,2589,0.11,08/24/2024,201534-Influenza
201535,35,08/30/2015,09/05/2015,2014-2015,Influenza,274,0,0,23728,2589,0.11,08/31/2024,201535-Influenza
201536,36,09/06/2015,09/12/2015,2014-2015,Influenza,309,1,0.003236246,24037,2590,0.11,09/07/2024,201536-Influenza
201537,37,09/13/2015,09/19/2015,2014-2015,Influenza,353,1,0.0028328612,24390,2591,0.11,09/14/2024,201537-Influenza
201538,38,09/20/2015,09/26/2015,2014-2015,Influenza,363,1,0.0027548209,24753,2592,0.10,09/21/2024,201538-Influenza
201539,39,09/27/2015,10/03/2015,2014-2015,Influenza,426,1,0.0023474178,25179,2593,0.10,09/28/2024,201539-Influenza
201540,40,10/04/2015,10/10/2015,2015-2016,Influenza,456,3,0.0065789474,456,3,0.01,10/07/2023,201540-Influenza
201541,41,10/11/2015,10/17/2015,2015-2016,Influenza,501,3,0.005988024,957,6,0.01,10/14/2023,201541-Influenza
201542,42,10/18/2015,10/24/2015,2015-2016,Influenza,451,1,0.0022172949,1408,7,0.00,10/21/2023,201542-Influenza
201543,43,10/25/2015,10/31/2015,2015-2016,Influenza,507,4,0.0078895464,1915,11,0.01,10/28/2023,201543-Influenza
201544,44,11/01/2015,11/07/2015,2015-2016,Influenza,480,2,0.0041666667,2395,13,0.01,11/04/2023,201544-Influenza
201545,45,11/08/2015,11/14/2015,2015-2016,Influenza,359,5,0.0139275766,2754,18,0.01,11/11/2023,201545-Influenza
201546,46,11/15/2015,11/21/2015,2015-2016,Influenza,526,6,0.0114068441,3280,24,0.01,11/18/2023,201546-Influenza
201547,47,11/22/2015,11/28/2015,2015-2016,Influenza,434,2,0.0046082949,3714,26,0.01,11/25/2023,201547-Influenza
201548,48,11/29/2015,12/05/2015,2015-2016,Influenza,555,2,0.0036036036,4269,28,0.01,12/02/2023,201548-Influenza
201549,49,12/06/2015,12/12/2015,2015-2016,Influenza,477,3,0.0062893082,4746,31,0.01,12/09/2023,201549-Influenza
201550,50,12/13/2015,12/19/2015,2015-2016,Influenza,544,7,0.0128676471,5290,38,0.01,12/16/2023,201550-Influenza
201551,51,12/20/2015,12/26/2015,2015-2016,Influenza,547,5,0.0091407678,5837,43,0.01,12/23/2023,201551-Influenza
201552,52,12/27/2015,01/02/2016,2015-2016,Influenza,566,6,0.0106007067,6403,49,0.01,12/30/2023,201552-Influenza
201601,1,01/03/2016,01/09/2016,2015-2016,Influenza,631,28,0.0443740095,7034,77,0.01,01/06/2024,201601-Influenza
201602,2,01/10/2016,01/16/2016,2015-2016,Influenza,560,17,0.0303571429,7594,94,0.01,01/13/2024,201602-Influenza
201603,3,01/17/2016,01/23/2016,2015-2016,Influenza,586,19,0.0324232082,8180,113,0.01,01/20/2024,201603-Influenza
201604,4,01/24/2016,01/30/2016,2015-2016,Influenza,639,41,0.0641627543,8819,154,0.02,01/27/2024,201604-Influenza
201605,5,01/31/2016,02/06/2016,2015-2016,Influenza,693,81,0.1168831169,9512,235,0.02,02/03/2024,201605-Influenza
201606,6,02/07/2016,02/13/2016,2015-2016,Influenza,775,122,0.1574193548,10287,357,0.03,02/10/2024,201606-Influenza
201607,7,02/14/2016,02/20/2016,2015-2016,Influenza,775,163,0.2103225806,11062,520,0.05,02/17/2024,201607-Influenza
201608,8,02/21/2016,02/27/2016,2015-2016,Influenza,987,188,0.1904761905,12049,708,0.06,02/24/2024,201608-Influenza
201609,9,02/28/2016,03/05/2016,2015-2016,Influenza,1045,219,0.209569378,13094,927,0.07,03/02/2024,201609-Influenza
201610,10,03/06/2016,03/12/2016,2015-2016,Influenza,1064,205,0.1926691729,14158,1132,0.08,03/09/2024,201610-Influenza
201611,11,03/13/2016,03/19/2016,2015-2016,Influenza,860,125,0.1453488372,15018,1257,0.08,03/16/2024,201611-Influenza
201612,12,03/20/2016,03/26/2016,2015-2016,Influenza,852,89,0.1044600939,15870,1346,0.08,03/23/2024,201612-Influenza
201613,13,03/27/2016,04/02/2016,2015-2016,Influenza,772,60,0.0777202073,16642,1406,0.08,03/30/2024,201613-Influenza
201614,14,04/03/2016,04/09/2016,2015-2016,Influenza,665,41,0.0616541353,17307,1447,0.08,04/06/2024,201614-Influenza
201615,15,04/10/2016,04/16/2016,2015-2016,Influenza,569,22,0.0386643234,17876,1469,0.08,04/13/2024,201615-Influenza
201616,16,04/17/2016,04/23/2016,2015-2016,Influenza,527,34,0.064516129,18403,1503,0.08,04/20/2024,201616-Influenza
201617,17,04/24/2016,04/30/2016,2015-2016,Influenza,532,32,0.0601503759,18935,1535,0.08,04/27/2024,201617-Influenza
201618,18,05/01/2016,05/07/2016,2015-2016,Influenza,469,9,0.0191897655,19404,1544,0.08,05/04/2024,201618-Influenza
201619,19,05/08/2016,05/14/2016,2015-2016,Influenza,471,12,0.025477707,19875,1556,0.08,05/11/2024,201619-Influenza
201620,20,05/15/2016,05/21/2016,2015-2016,Influenza,405,9,0.0222222222,20280,1565,0.08,05/18/2024,201620-Influenza
201621,21,05/22/2016,05/28/2016,2015-2016,Influenza,277,5,0.0180505415,20557,1570,0.08,05/25/2024,201621-Influenza
201622,22,05/29/2016,06/04/2016,2015-2016,Influenza,354,5,0.0141242938,20911,1575,0.08,06/01/2024,201622-Influenza
201623,23,06/05/2016,06/11/2016,2015-2016,Influenza,373,0,0,21284,1575,0.07,06/08/2024,201623-Influenza
201624,24,06/12/2016,06/18/2016,2015-2016,Influenza,324,2,0.0061728395,21608,1577,0.07,06/15/2024,201624-Influenza
201625,25,06/19/2016,06/25/2016,2015-2016,Influenza,304,0,0,21912,1577,0.07,06/22/2024,201625-Influenza
201626,26,06/26/2016,07/02/2016,2015-2016,Influenza,229,0,0,22141,1577,0.07,06/29/2024,201626-Influenza
201627,27,07/03/2016,07/09/2016,2015-2016,Influenza,230,1,0.0043478261,22371,1578,0.07,07/06/2024,201627-Influenza
201628,28,07/10/2016,07/16/2016,2015-2016,Influenza,269,0,0,22640,1578,0.07,07/13/2024,201628-Influenza
201629,29,07/17/2016,07/23/2016,2015-2016,Influenza,255,0,0,22895,1578,0.07,07/20/2024,201629-Influenza
201630,30,07/24/2016,07/30/2016,2015-2016,Influenza,250,2,0.008,23145,1580,0.07,07/27/2024,201630-Influenza
201631,31,07/31/2016,08/06/2016,2015-2016,Influenza,281,0,0,23426,1580,0.07,08/03/2024,201631-Influenza
201632,32,08/07/2016,08/13/2016,2015-2016,Influenza,289,1,0.0034602076,23715,1581,0.07,08/10/2024,201632-Influenza
201633,33,08/14/2016,08/20/2016,2015-2016,Influenza,260,0,0,23975,1581,0.07,08/17/2024,201633-Influenza
201634,34,08/21/2016,08/27/2016,2015-2016,Influenza,246,0,0,24221,1581,0.07,08/24/2024,201634-Influenza
201635,35,08/28/2016,09/03/2016,2015-2016,Influenza,295,1,0.0033898305,24516,1582,0.06,08/31/2024,201635-Influenza
201636,36,09/04/2016,09/10/2016,2015-2016,Influenza,271,2,0.0073800738,24787,1584,0.06,09/07/2024,201636-Influenza
201637,37,09/11/2016,09/17/2016,2015-2016,Influenza,335,2,0.0059701493,25122,1586,0.06,09/14/2024,201637-Influenza
201638,38,09/18/2016,09/24/2016,2015-2016,Influenza,338,1,0.0029585799,25460,1587,0.06,09/21/2024,201638-Influenza
201639,39,09/25/2016,10/01/2016,2015-2016,Influenza,432,2,0.0046296296,25892,1589,0.06,09/28/2024,201639-Influenza
201640,40,10/02/2016,10/08/2016,2016-2017,Influenza,475,1,0.0021052632,475,1,0.00,10/07/2023,201640-Influenza
201641,41,10/09/2016,10/15/2016,2016-2017,Influenza,465,0,0,940,1,0.00,10/14/2023,201641-Influenza
201642,42,10/16/2016,10/22/2016,2016-2017,Influenza,492,4,0.0081300813,1432,5,0.00,10/21/2023,201642-Influenza
201643,43,10/23/2016,10/29/2016,2016-2017,Influenza,506,0,0,1938,5,0.00,10/28/2023,201643-Influenza
201644,44,10/30/2016,11/05/2016,2016-2017,Influenza,433,0,0,2371,5,0.00,11/04/2023,201644-Influenza
201645,45,11/06/2016,11/12/2016,2016-2017,Influenza,478,1,0.0020920502,2849,6,0.00,11/11/2023,201645-Influenza
201646,46,11/13/2016,11/19/2016,2016-2017,Influenza,496,0,0,3345,6,0.00,11/18/2023,201646-Influenza
201647,47,11/20/2016,11/26/2016,2016-2017,Influenza,488,1,0.0020491803,3833,7,0.00,11/25/2023,201647-Influenza
201648,48,11/27/2016,12/03/2016,2016-2017,Influenza,541,3,0.0055452865,4374,10,0.00,12/02/2023,201648-Influenza
201649,49,12/04/2016,12/10/2016,2016-2017,Influenza,555,10,0.018018018,4929,20,0.00,12/09/2023,201649-Influenza
201650,50,12/11/2016,12/17/2016,2016-2017,Influenza,553,13,0.0235081374,5482,33,0.01,12/16/2023,201650-Influenza
201651,51,12/18/2016,12/24/2016,2016-2017,Influenza,582,15,0.0257731959,6064,48,0.01,12/23/2023,201651-Influenza
201652,52,12/25/2016,12/31/2016,2016-2017,Influenza,667,38,0.0569715142,6731,86,0.01,12/30/2023,201652-Influenza
201701,1,01/01/2017,01/07/2017,2016-2017,Influenza,749,47,0.0627503338,7480,133,0.02,01/06/2024,201701-Influenza
201702,2,01/08/2017,01/14/2017,2016-2017,Influenza,771,65,0.084306096,8251,198,0.02,01/13/2024,201702-Influenza
201703,3,01/15/2017,01/21/2017,2016-2017,Influenza,715,99,0.1384615385,8966,297,0.03,01/20/2024,201703-Influenza
201704,4,01/22/2017,01/28/2017,2016-2017,Influenza,779,88,0.1129653402,9745,385,0.04,01/27/2024,201704-Influenza
201705,5,01/29/2017,02/04/2017,2016-2017,Influenza,742,101,0.1361185984,10487,486,0.05,02/03/2024,201705-Influenza
201706,6,02/05/2017,02/11/2017,2016-2017,Influenza,886,143,0.1613995485,11373,629,0.06,02/10/2024,201706-Influenza
201707,7,02/12/2017,02/18/2017,2016-2017,Influenza,960,219,0.228125,12333,848,0.07,02/17/2024,201707-Influenza
201708,8,02/19/2017,02/25/2017,2016-2017,Influenza,1032,254,0.246124031,13365,1102,0.08,02/24/2024,201708-Influenza
201709,9,02/26/2017,03/04/2017,2016-2017,Influenza,663,120,0.1809954751,14028,1222,0.09,03/02/2024,201709-Influenza
201710,10,03/05/2017,03/11/2017,2016-2017,Influenza,856,177,0.2067757009,14884,1399,0.09,03/09/2024,201710-Influenza
201711,11,03/12/2017,03/18/2017,2016-2017,Influenza,828,130,0.1570048309,15712,1529,0.10,03/16/2024,201711-Influenza
201712,12,03/19/2017,03/25/2017,2016-2017,Influenza,807,143,0.1771995043,16519,1672,0.10,03/23/2024,201712-Influenza
201713,13,03/26/2017,04/01/2017,2016-2017,Influenza,769,153,0.1989596879,17288,1825,0.11,03/30/2024,201713-Influenza
201714,14,04/02/2017,04/08/2017,2016-2017,Influenza,788,81,0.1027918782,18076,1906,0.11,04/06/2024,201714-Influenza
201715,15,04/09/2017,04/15/2017,2016-2017,Influenza,674,84,0.1246290801,18750,1990,0.11,04/13/2024,201715-Influenza
201716,16,04/16/2017,04/22/2017,2016-2017,Influenza,641,36,0.0561622465,19391,2026,0.10,04/20/2024,201716-Influenza
201717,17,04/23/2017,04/29/2017,2016-2017,Influenza,572,14,0.0244755245,19963,2040,0.10,04/27/2024,201717-Influenza
201718,18,04/30/2017,05/06/2017,2016-2017,Influenza,575,19,0.0330434783,20538,2059,0.10,05/04/2024,201718-Influenza
201719,19,05/07/2017,05/13/2017,2016-2017,Influenza,533,20,0.0375234522,21071,2079,0.10,05/11/2024,201719-Influenza
201720,20,05/14/2017,05/20/2017,2016-2017,Influenza,466,7,0.0150214592,21537,2086,0.10,05/18/2024,201720-Influenza
201721,21,05/21/2017,05/27/2017,2016-2017,Influenza,307,5,0.016286645,21844,2091,0.10,05/25/2024,201721-Influenza
201722,22,05/28/2017,06/03/2017,2016-2017,Influenza,294,0,0,22138,2091,0.09,06/01/2024,201722-Influenza
201723,23,06/04/2017,06/10/2017,2016-2017,Influenza,477,1,0.0020964361,22615,2092,0.09,06/08/2024,201723-Influenza
201724,24,06/11/2017,06/17/2017,2016-2017,Influenza,387,4,0.0103359173,23002,2096,0.09,06/15/2024,201724-Influenza
201725,25,06/18/2017,06/24/2017,2016-2017,Influenza,381,2,0.0052493438,23383,2098,0.09,06/22/2024,201725-Influenza
201726,26,06/25/2017,07/01/2017,2016-2017,Influenza,359,3,0.008356546,23742,2101,0.09,06/29/2024,201726-Influenza
201727,27,07/02/2017,07/08/2017,2016-2017,Influenza,212,0,0,23954,2101,0.09,07/06/2024,201727-Influenza
201728,28,07/09/2017,07/15/2017,2016-2017,Influenza,235,5,0.0212765957,24189,2106,0.09,07/13/2024,201728-Influenza
201729,29,07/16/2017,07/22/2017,2016-2017,Influenza,325,1,0.0030769231,24514,2107,0.09,07/20/2024,201729-Influenza
201730,30,07/23/2017,07/29/2017,2016-2017,Influenza,216,1,0.0046296296,24730,2108,0.09,07/27/2024,201730-Influenza
201731,31,07/30/2017,08/05/2017,2016-2017,Influenza,272,0,0,25002,2108,0.08,08/03/2024,201731-Influenza
201732,32,08/06/2017,08/12/2017,2016-2017,Influenza,284,0,0,25286,2108,0.08,08/10/2024,201732-Influenza
201733,33,08/13/2017,08/19/2017,2016-2017,Influenza,359,6,0.0167130919,25645,2114,0.08,08/17/2024,201733-Influenza
201734,34,08/20/2017,08/26/2017,2016-2017,Influenza,343,3,0.0087463557,25988,2117,0.08,08/24/2024,201734-Influenza
201735,35,08/27/2017,09/02/2017,2016-2017,Influenza,377,3,0.0079575597,26365,2120,0.08,08/31/2024,201735-Influenza
201736,36,09/03/2017,09/09/2017,2016-2017,Influenza,410,2,0.0048780488,26775,2122,0.08,09/07/2024,201736-Influenza
201737,37,09/10/2017,09/16/2017,2016-2017,Influenza,465,3,0.0064516129,27240,2125,0.08,09/14/2024,201737-Influenza
201738,38,09/17/2017,09/23/2017,2016-2017,Influenza,458,5,0.0109170306,27698,2130,0.08,09/21/2024,201738-Influenza
201739,39,09/24/2017,09/30/2017,2016-2017,Influenza,486,4,0.0082304527,28184,2134,0.08,09/28/2024,201739-Influenza
201740,40,10/01/2017,10/07/2017,2017-2018,Influenza,494,2,0.004048583,494,2,0.00,10/07/2023,201740-Influenza
201741,41,10/08/2017,10/14/2017,2017-2018,Influenza,473,1,0.0021141649,967,3,0.00,10/14/2023,201741-Influenza
201742,42,10/15/2017,10/21/2017,2017-2018,Influenza,498,3,0.0060240964,1465,6,0.00,10/21/2023,201742-Influenza
201743,43,10/22/2017,10/28/2017,2017-2018,Influenza,509,2,0.0039292731,1974,8,0.00,10/28/2023,201743-Influenza
201744,44,10/29/2017,11/04/2017,2017-2018,Influenza,513,5,0.0097465887,2487,13,0.01,11/04/2023,201744-Influenza
201745,45,11/05/2017,11/11/2017,2017-2018,Influenza,598,7,0.0117056856,3085,20,0.01,11/11/2023,201745-Influenza
201746,46,11/12/2017,11/18/2017,2017-2018,Influenza,631,6,0.0095087163,3716,26,0.01,11/18/2023,201746-Influenza
201747,47,11/19/2017,11/25/2017,2017-2018,Influenza,544,10,0.0183823529,4260,36,0.01,11/25/2023,201747-Influenza
201748,48,11/26/2017,12/02/2017,2017-2018,Influenza,683,17,0.0248901903,4943,53,0.01,12/02/2023,201748-Influenza
201749,49,12/03/2017,12/09/2017,2017-2018,Influenza,672,25,0.037202381,5615,78,0.01,12/09/2023,201749-Influenza
201750,50,12/10/2017,12/16/2017,2017-2018,Influenza,820,75,0.0914634146,6435,153,0.02,12/16/2023,201750-Influenza
201751,51,12/17/2017,12/23/2017,2017-2018,Influenza,937,166,0.1771611526,7372,319,0.04,12/23/2023,201751-Influenza
201752,52,12/24/2017,12/30/2017,2017-2018,Influenza,1268,390,0.3075709779,8640,709,0.08,12/30/2023,201752-Influenza
201801,1,12/31/2017,01/06/2018,2017-2018,Influenza,1578,448,0.2839036755,10218,1157,0.11,01/06/2024,201801-Influenza
201802,2,01/07/2018,01/13/2018,2017-2018,Influenza,1698,404,0.2379269729,11916,1561,0.13,01/13/2024,201802-Influenza
201803,3,01/14/2018,01/20/2018,2017-2018,Influenza,1516,400,0.2638522427,13432,1961,0.15,01/20/2024,201803-Influenza
201804,4,01/21/2018,01/27/2018,2017-2018,Influenza,1601,525,0.32792005,15033,2486,0.17,01/27/2024,201804-Influenza
201805,5,01/28/2018,02/03/2018,2017-2018,Influenza,1680,475,0.2827380952,16713,2961,0.18,02/03/2024,201805-Influenza
201806,6,02/04/2018,02/10/2018,2017-2018,Influenza,1433,416,0.2903000698,18146,3377,0.19,02/10/2024,201806-Influenza
201807,7,02/11/2018,02/17/2018,2017-2018,Influenza,1516,330,0.2176781003,19662,3707,0.19,02/17/2024,201807-Influenza
201808,8,02/18/2018,02/24/2018,2017-2018,Influenza,1182,227,0.1920473773,20844,3934,0.19,02/24/2024,201808-Influenza
201809,9,02/25/2018,03/03/2018,2017-2018,Influenza,1157,181,0.1564390666,22001,4115,0.19,03/02/2024,201809-Influenza
201810,10,03/04/2018,03/10/2018,2017-2018,Influenza,1014,188,0.1854043393,23015,4303,0.19,03/09/2024,201810-Influenza
201811,11,03/11/2018,03/17/2018,2017-2018,Influenza,995,151,0.151758794,24010,4454,0.19,03/16/2024,201811-Influenza
201812,12,03/18/2018,03/24/2018,2017-2018,Influenza,1017,171,0.1681415929,25027,4625,0.18,03/23/2024,201812-Influenza
201813,13,03/25/2018,03/31/2018,2017-2018,Influenza,944,136,0.1440677966,25971,4761,0.18,03/30/2024,201813-Influenza
201814,14,04/01/2018,04/07/2018,2017-2018,Influenza,876,112,0.1278538813,26847,4873,0.18,04/06/2024,201814-Influenza
201815,15,04/08/2018,04/14/2018,2017-2018,Influenza,878,72,0.0820045558,27725,4945,0.18,04/13/2024,201815-Influenza
201816,16,04/15/2018,04/21/2018,2017-2018,Influenza,781,54,0.0691421255,28506,4999,0.18,04/20/2024,201816-Influenza
201817,17,04/22/2018,04/28/2018,2017-2018,Influenza,669,31,0.0463378176,29175,5030,0.17,04/27/2024,201817-Influenza
201818,18,04/29/2018,05/05/2018,2017-2018,Influenza,628,28,0.0445859873,29803,5058,0.17,05/04/2024,201818-Influenza
201819,19,05/06/2018,05/12/2018,2017-2018,Influenza,613,16,0.0261011419,30416,5074,0.17,05/11/2024,201819-Influenza
201820,20,05/13/2018,05/19/2018,2017-2018,Influenza,552,9,0.0163043478,30968,5083,0.16,05/18/2024,201820-Influenza
201821,21,05/20/2018,05/26/2018,2017-2018,Influenza,549,6,0.0109289617,31517,5089,0.16,05/25/2024,201821-Influenza
201822,22,05/27/2018,06/02/2018,2017-2018,Influenza,474,2,0.0042194093,31991,5091,0.16,06/01/2024,201822-Influenza
201823,23,06/03/2018,06/09/2018,2017-2018,Influenza,449,1,0.0022271715,32440,5092,0.16,06/08/2024,201823-Influenza
201824,24,06/10/2018,06/16/2018,2017-2018,Influenza,428,1,0.0023364486,32868,5093,0.15,06/15/2024,201824-Influenza
201825,25,06/17/2018,06/23/2018,2017-2018,Influenza,446,0,0,33314,5093,0.15,06/22/2024,201825-Influenza
201826,26,06/24/2018,06/30/2018,2017-2018,Influenza,398,1,0.0025125628,33712,5094,0.15,06/29/2024,201826-Influenza
